date,player_id,player_name,team,prop_type,lineup_status,lineup_position,verdict,logged_at,actual_result,actual_stat_value,model_probability,sportsbook_odds,sportsbook_line,implied_probability,edge,best_book,barrel_pct,ev50,exit_velocity,launch_angle_pct,hr_fb_ratio,xwoba,hard_hit_pct,sweet_spot_pct,xba,whiff_pct,pitcher_hr9,pitcher_xera,park_factor,platoon_adv,weather_adjustment
2026-05-01,671289,Tyler Freeman,COL,hr,probable_recent,4,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0686,,,,,,0.0,97.440615417,,,0.0,0.342,0.308,0.327,0.298,0.134,1.45,4.15,,0.38,0.0
2026-05-01,671739,Michael Harris II,ATL,hr,probable_recent,7,YES,2026-05-02T03:04:41.848541+00:00,1,1.0,0.1634,,,,,,0.139,105.799198333,,,0.0,0.443,0.56,0.298,0.345,0.257,1.85,5.35,,0.62,0.0
2026-05-01,672012,Tyler Black,MIL,hr,official,6,NO,2026-05-02T03:04:41.861010+00:00,0,0.0,0.0301,,,,,,0.0,93.312868571,,,0.0,0.199,0.071,0.143,0.167,0.229,1.04,4.6,,0.62,0.0
2026-05-01,672275,Patrick Bailey,SF,hr,official,9,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0839,,,,,,0.037,99.513470741,,,0.0,0.296,0.455,0.345,0.233,0.266,0.31,4.36,,0.55,0.0
2026-05-01,672515,Gabriel Moreno,AZ,hr,official,5,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0749,+1,0.5,0.9901,-0.9152,DraftKings,0.067,99.265917059,,,0.0,0.336,0.424,0.364,0.257,0.242,0.83,4.27,,0.38,0.0
2026-05-01,672640,Otto Lopez,MIA,hr,official,3,LEAN,2026-05-02T03:04:41.850559+00:00,0,0.0,0.1059,,,,,,0.071,102.39262,,,0.0,0.341,0.495,0.28,0.287,0.236,0.0,2.99,,0.38,0.0
2026-05-01,672695,Geraldo Perdomo,AZ,hr,official,1,NO,2026-05-02T03:04:41.858985+00:00,1,1.0,0.0528,+1,0.5,0.9901,-0.9373,DraftKings,0.018,96.323511622,,,0.0,0.321,0.253,0.316,0.234,0.109,0.83,4.27,,0.55,0.0
2026-05-01,672761,Wenceel Pérez,DET,hr,official,8,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0976,,,,,,0.1,98.96181619,,,0.0,0.323,0.463,0.268,0.223,0.122,1.3,4.63,,0.55,0.0
2026-05-01,672820,Lenyn Sosa,TOR,hr,probable_recent,6,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0728,+1,0.5,0.9901,-0.9173,DraftKings,0.032,98.7881204,,,0.0,0.244,0.36,0.38,0.232,0.237,2.08,4.82,,0.38,0.0
2026-05-01,672960,Kazuma Okamoto,TOR,hr,probable_recent,4,LEAN,2026-05-02T03:04:41.850559+00:00,1,2.0,0.1048,+1,0.5,0.9901,-0.8853,DraftKings,0.073,103.454353056,,,0.0,0.32,0.514,0.333,0.226,0.328,2.08,4.82,,0.38,0.0
2026-05-01,673237,Yainer Diaz,HOU,hr,official,6,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0652,,,,,,0.031,97.79275875,,,0.0,0.265,0.278,0.241,0.243,0.236,1.8,0.0,,0.38,0.0
2026-05-01,673548,Seiya Suzuki,CHC,hr,official,5,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0891,+1,0.5,0.9901,-0.901,DraftKings,0.063,101.964285833,,,0.0,0.394,0.479,0.479,0.298,0.246,0.56,4.95,,0.38,0.0
2026-05-01,673962,Josh Jung,TEX,hr,official,4,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0944,+1,0.5,0.9901,-0.8957,DraftKings,0.044,101.029846667,,,0.0,0.368,0.53,0.41,0.303,0.177,1.55,5.46,,0.38,0.0
2026-05-01,676356,Jonny DeLuca,TB,hr,official,6,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.084,,,,,,0.048,99.25380875,,,0.0,0.31,0.327,0.306,0.269,0.236,1.59,4.51,,0.38,0.0
2026-05-01,676475,Alec Burleson,STL,hr,probable_recent,3,LEAN,2026-05-02T03:04:41.848541+00:00,1,1.0,0.1245,+1,0.5,0.9901,-0.8656,DraftKings,0.089,101.704869608,,,0.0,0.386,0.471,0.304,0.278,0.191,1.74,3.98,,0.62,0.0
2026-05-01,676609,José Caballero,NYY,hr,official,7,NO,2026-05-02T03:04:41.858985+00:00,1,1.0,0.0456,,,,,,0.018,96.246464737,,,0.0,0.249,0.275,0.3,0.212,0.287,1.65,3.64,,0.38,0.0
2026-05-01,677649,Ezequiel Duran,TEX,hr,official,8,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.081,,,,,,0.031,100.540449545,,,0.0,0.289,0.391,0.261,0.244,0.308,1.55,5.46,,0.38,0.0
2026-05-01,677800,Wilyer Abreu,BOS,hr,official,4,LEAN,2026-05-02T03:04:41.850559+00:00,0,0.0,0.1041,,,,,,0.087,101.818984348,,,0.0,0.375,0.478,0.326,0.296,0.207,1.91,3.85,,0.62,0.0
2026-05-01,677942,Blaze Alexander,BAL,hr,official,9,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0867,+1,0.5,0.9901,-0.9034,DraftKings,0.014,99.741671429,,,0.0,0.314,0.488,0.349,0.28,0.342,0.96,3.51,,0.38,0.0
2026-05-01,677950,Alek Thomas,AZ,hr,official,8,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0766,,,,,,0.056,100.15509625,,,0.0,0.29,0.418,0.358,0.234,0.254,0.83,4.27,,0.62,0.0
2026-05-01,678391,Jorbit Vivas,WSH,hr,official,7,NO,2026-05-02T03:04:41.861010+00:00,0,0.0,0.0432,,,,,,0.013,94.721701429,,,0.0,0.305,0.241,0.276,0.257,0.136,0.95,3.05,,0.62,0.0
2026-05-01,678489,Jorge Barrosa,AZ,hr,official,9,NO,2026-05-02T03:04:41.858985+00:00,0,0.0,0.0504,,,,,,0.045,94.621875294,,,0.0,0.213,0.2,0.4,0.171,0.258,0.83,4.27,,0.55,0.0
2026-05-01,678554,Curtis Mead,WSH,hr,official,3,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0979,+1,0.5,0.9901,-0.8922,DraftKings,0.07,100.896461538,,,0.0,0.349,0.442,0.25,0.258,0.163,0.95,3.05,,0.38,0.0
2026-05-01,678882,Ceddanne Rafaela,BOS,hr,official,7,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0791,,,,,,0.048,98.929676571,,,0.0,0.293,0.408,0.366,0.233,0.284,1.91,3.85,,0.38,0.0
2026-05-01,679529,Spencer Torkelson,DET,hr,official,7,LEAN,2026-05-02T03:04:41.850559+00:00,0,0.0,0.1027,+1,0.5,0.9901,-0.8874,DraftKings,0.083,101.78746697,,,0.0,0.376,0.478,0.448,0.248,0.275,1.3,4.63,,0.38,0.0
2026-05-01,680574,Matt McLain,CIN,hr,official,2,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.068,+1,0.5,0.9901,-0.9221,DraftKings,0.052,98.042728,,,0.0,0.325,0.325,0.325,0.228,0.245,0.22,3.85,,0.38,0.0
2026-05-01,680728,Adrian Del Castillo,AZ,hr,official,4,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0615,,,,,,0.049,97.955927895,,,0.0,0.261,0.359,0.359,0.202,0.281,0.83,4.27,,0.62,0.0
2026-05-01,680776,Jarren Duran,BOS,hr,official,1,LEAN,2026-05-02T03:04:41.852672+00:00,1,1.0,0.0896,,,,,,0.065,102.498421714,,,0.0,0.273,0.417,0.236,0.216,0.356,1.91,3.85,,0.62,0.0
2026-05-01,680777,Ryan Jeffers,MIN,hr,probable_recent,3,LEAN,2026-05-02T03:04:41.850559+00:00,0,0.0,0.1051,+1,0.5,0.9901,-0.885,DraftKings,0.094,102.158040938,,,0.0,0.386,0.413,0.349,0.266,0.181,1.09,5.9,,0.38,0.0
2026-05-01,680779,Henry Davis,PIT,hr,official,9,NO,2026-05-02T03:04:41.852672+00:00,1,2.0,0.0715,,,,,,0.027,100.451848,,,0.0,0.227,0.353,0.196,0.165,0.232,1.95,5.35,,0.38,0.0
2026-05-01,681082,Bryson Stott,PHI,hr,official,6,LEAN,2026-05-02T03:04:41.852672+00:00,1,1.0,0.0865,,,,,,0.032,99.131958,,,0.0,0.291,0.437,0.31,0.25,0.184,1.49,5.15,,0.62,0.0
2026-05-01,681198,TJ Rumfield,COL,hr,probable_recent,6,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0887,,,,,,0.063,98.989009362,,,0.0,0.341,0.389,0.379,0.272,0.202,1.45,4.15,,0.62,0.0
2026-05-01,681546,James Outman,MIN,hr,probable_recent,9,NO,2026-05-02T03:04:41.861010+00:00,0,0.0,0.0314,,,,,,0.0,93.7045825,,,0.0,0.167,0.25,0.188,0.123,0.383,1.09,5.9,,0.62,0.0
2026-05-01,681624,Andy Pages,LAD,hr,probable_recent,3,LEAN,2026-05-02T03:04:41.850559+00:00,0,0.0,0.102,+1,0.5,0.9901,-0.8881,DraftKings,0.041,101.674505349,,,0.0,0.346,0.535,0.349,0.288,0.234,2.0,5.82,,0.38,0.0
2026-05-01,682663,Agustín Ramírez,MIA,hr,official,6,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0732,,,,,,0.034,101.487748,,,0.0,0.284,0.388,0.275,0.232,0.317,0.0,2.99,,0.38,0.0
2026-05-01,682829,Elly De La Cruz,CIN,hr,official,3,LEAN,2026-05-02T03:04:41.848541+00:00,0,0.0,0.1179,+1,0.5,0.9901,-0.8722,DraftKings,0.101,106.066890488,,,0.0,0.381,0.548,0.321,0.274,0.321,0.22,3.85,,0.55,0.0
2026-05-01,682928,CJ Abrams,WSH,hr,official,4,LEAN,2026-05-02T03:04:41.850559+00:00,0,0.0,0.1107,+1,0.5,0.9901,-0.8794,DraftKings,0.084,101.082495909,,,0.0,0.399,0.46,0.345,0.288,0.292,0.95,3.05,,0.62,0.0
2026-05-01,682985,Riley Greene,DET,hr,official,5,LEAN,2026-05-02T03:04:41.850559+00:00,0,0.0,0.1062,+1,0.5,0.9901,-0.8839,DraftKings,0.09,102.839723077,,,0.0,0.404,0.5,0.436,0.284,0.286,1.3,4.63,,0.62,0.0
2026-05-01,682998,Corbin Carroll,AZ,hr,official,3,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0908,+1,0.5,0.9901,-0.8993,DraftKings,0.078,99.879486471,,,0.0,0.367,0.388,0.358,0.251,0.332,0.83,4.27,,0.62,0.0
2026-05-01,683002,Gunnar Henderson,BAL,hr,official,1,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0964,+1,0.5,0.9901,-0.8937,DraftKings,0.069,100.878896136,,,0.0,0.312,0.466,0.364,0.23,0.275,0.96,3.51,,0.62,0.0
2026-05-01,683357,Owen Caissie,MIA,hr,official,7,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0947,,,,,,0.063,103.01921125,,,0.0,0.281,0.469,0.449,0.211,0.357,0.0,2.99,,0.62,0.0
2026-05-01,683737,Michael Busch,CHC,hr,official,6,NO,2026-05-02T03:04:41.858985+00:00,0,0.0,0.0556,+1,0.5,0.9901,-0.9345,DraftKings,0.053,97.060363488,,,0.0,0.285,0.329,0.282,0.204,0.248,0.56,4.95,,0.62,0.0
2026-05-01,686217,Sal Frelick,MIL,hr,official,7,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0649,,,,,,0.028,96.949684872,,,0.0,0.303,0.266,0.278,0.236,0.128,1.04,4.6,,0.62,0.0
2026-05-01,686452,Drew Millas,WSH,hr,official,8,NO,2026-05-02T03:04:41.861010+00:00,0,0.0,0.0311,,,,,,0.017,91.114627778,,,0.0,0.234,0.189,0.432,0.196,0.218,0.95,3.05,,0.55,0.0
2026-05-01,686780,Pedro Pagés,STL,hr,probable_recent,8,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0729,,,,,,0.056,97.7858428,,,0.0,0.298,0.314,0.333,0.236,0.274,1.74,3.98,,0.38,0.0
2026-05-01,686797,Brooks Lee,MIN,hr,probable_recent,8,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0672,+1,0.5,0.9901,-0.9229,DraftKings,0.037,97.269126923,,,0.0,0.274,0.342,0.342,0.213,0.209,1.09,5.9,,0.55,0.0
2026-05-01,686948,Drake Baldwin,ATL,hr,probable_recent,2,LEAN,2026-05-02T03:04:41.848541+00:00,0,0.0,0.1273,,,,,,0.096,102.760977059,,,0.0,0.394,0.49,0.412,0.299,0.215,1.85,5.35,,0.62,0.0
2026-05-01,687363,Victor Scott II,STL,hr,probable_recent,9,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0658,+1,0.5,0.9901,-0.9243,DraftKings,0.011,97.1019504,,,0.0,0.257,0.267,0.267,0.214,0.309,1.74,3.98,,0.62,0.0
2026-05-01,687462,Spencer Horwitz,PIT,hr,official,7,LEAN,2026-05-02T03:04:41.848541+00:00,0,0.0,0.1179,+1,0.5,0.9901,-0.8722,DraftKings,1.0,96.253698889,,,0.0,0.306,0.282,0.239,0.224,0.176,1.95,5.35,,0.62,0.0
2026-05-01,687637,Dylan Beavers,BAL,hr,official,6,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0772,,,,,,0.044,99.088819333,,,0.0,0.303,0.4,0.3,0.23,0.236,0.96,3.51,,0.62,0.0
2026-05-01,687859,Troy Johnston,COL,hr,probable_recent,9,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0831,,,,,,0.019,99.140485,,,0.0,0.321,0.413,0.453,0.263,0.217,1.45,4.15,,0.62,0.0
2026-05-01,687957,Dustin Harris,HOU,hr,official,9,NO,2026-05-02T03:04:41.858985+00:00,0,0.0,0.0494,,,,,,0.0,93.527905625,,,0.0,0.338,0.161,0.484,0.273,0.161,1.8,0.0,,0.62,0.0
2026-05-01,689414,Liam Hicks,MIA,hr,official,5,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0895,,,,,,0.067,98.97607907,,,0.0,0.372,0.402,0.356,0.321,0.083,0.0,2.99,,0.62,0.0
2026-05-01,691023,Jordan Walker,STL,hr,probable_recent,4,YES,2026-05-02T03:04:41.848541+00:00,0,0.0,0.1507,+1,0.5,0.9901,-0.8394,DraftKings,0.123,106.803456842,,,0.0,0.384,0.592,0.395,0.268,0.34,1.74,3.98,,0.38,0.0
2026-05-01,691026,Masyn Winn,STL,hr,probable_recent,6,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0653,+1,0.5,0.9901,-0.9248,DraftKings,0.018,96.975555946,,,0.0,0.3,0.267,0.36,0.251,0.225,1.74,3.98,,0.38,0.0
2026-05-01,691406,Junior Caminero,TB,hr,official,2,LEAN,2026-05-02T03:04:41.848541+00:00,1,1.0,0.1177,,,,,,0.076,104.283479167,,,0.0,0.358,0.442,0.25,0.276,0.227,1.59,4.51,,0.38,0.0
2026-05-01,691594,Javier Sanoja,MIA,hr,official,9,NO,2026-05-02T03:04:41.858985+00:00,0,0.0,0.0554,,,,,,0.015,97.879850357,,,0.0,0.269,0.327,0.273,0.237,0.143,0.0,2.99,,0.38,0.0
2026-05-01,691718,Pete Crow-Armstrong,CHC,hr,official,8,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.081,+1,0.5,0.9901,-0.9091,DraftKings,0.047,102.513842162,,,0.0,0.287,0.468,0.228,0.221,0.299,0.56,4.95,,0.62,0.0
2026-05-01,691723,Coby Mayo,BAL,hr,official,8,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0859,+1,0.5,0.9901,-0.9042,DraftKings,0.047,102.370948148,,,0.0,0.294,0.396,0.264,0.218,0.306,0.96,3.51,,0.38,0.0
2026-05-01,691781,Brady House,WSH,hr,official,6,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0958,+1,0.5,0.9901,-0.8943,DraftKings,0.075,101.43611027,,,0.0,0.301,0.425,0.274,0.23,0.345,0.95,3.05,,0.38,0.0
2026-05-01,691785,Marcelo Mayer,BOS,hr,official,6,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0811,,,,,,0.071,99.380133226,,,0.0,0.295,0.429,0.286,0.221,0.243,1.91,3.85,,0.62,0.0
2026-05-01,693304,Nick Gonzales,PIT,hr,official,5,LEAN,2026-05-02T03:04:41.848541+00:00,0,0.0,0.129,+1,0.5,0.9901,-0.8611,DraftKings,0.9,98.966705,,,0.0,0.333,0.422,0.349,0.306,0.246,1.95,5.35,,0.38,0.0
2026-05-01,693307,Dillon Dingler,DET,hr,official,4,LEAN,2026-05-02T03:04:41.850559+00:00,0,0.0,0.1174,+1,0.5,0.9901,-0.8727,DraftKings,0.123,101.789502432,,,0.0,0.422,0.541,0.459,0.31,0.209,1.3,4.63,,0.38,0.0
2026-05-01,694208,Moisés Ballesteros,CHC,hr,official,2,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.1005,+1,0.5,0.9901,-0.8896,DraftKings,0.089,101.672402667,,,0.0,0.364,0.533,0.4,0.287,0.235,0.56,4.95,,0.62,0.0
2026-05-01,694212,Samuel Basallo,BAL,hr,official,5,LEAN,2026-05-02T03:04:41.850559+00:00,0,0.0,0.1123,,,,,,0.065,103.290035517,,,0.0,0.339,0.466,0.293,0.244,0.345,0.96,3.51,,0.62,0.0
2026-05-01,694497,Evan Carter,TEX,hr,official,2,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0786,+1,0.5,0.9901,-0.9115,DraftKings,0.055,98.988821875,,,0.0,0.316,0.382,0.382,0.221,0.244,1.55,5.46,,0.62,0.0
2026-05-01,694728,Brice Matthews,HOU,hr,official,8,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0689,,,,,,0.047,99.4958625,,,0.0,0.262,0.324,0.412,0.191,0.395,1.8,0.0,,0.38,0.0
2026-05-01,695578,James Wood,WSH,hr,official,1,YES,2026-05-02T03:04:41.848541+00:00,0,0.0,0.155,+1,0.5,0.9901,-0.8351,DraftKings,0.135,108.359336667,,,0.0,0.433,0.639,0.389,0.267,0.358,0.95,3.05,,0.62,0.0
2026-05-01,695734,Daylen Lile,WSH,hr,official,5,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0782,+1,0.5,0.9901,-0.9119,DraftKings,0.036,98.061068824,,,0.0,0.339,0.382,0.417,0.285,0.244,0.95,3.05,,0.62,0.0
2026-05-01,696030,Alejandro Osuna,TEX,hr,official,7,NO,2026-05-02T03:04:41.858985+00:00,0,0.0,0.0521,+1,0.5,0.9901,-0.938,DraftKings,0.0,95.418745,,,0.0,0.504,0.286,0.571,0.397,0.105,1.55,5.46,,0.62,0.0
2026-05-01,696100,Hunter Goodman,COL,hr,probable_recent,3,LEAN,2026-05-02T03:04:41.848541+00:00,0,0.0,0.1258,,,,,,0.083,103.959293548,,,0.0,0.332,0.54,0.381,0.227,0.377,1.45,4.15,,0.38,0.0
2026-05-01,696285,Jacob Young,WSH,hr,official,9,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0803,+1,0.5,0.9901,-0.9098,DraftKings,0.037,98.1981505,,,0.0,0.31,0.349,0.398,0.278,0.218,0.95,3.05,,0.38,0.0
2026-05-01,699912,Jose Fernandez,AZ,hr,official,6,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0768,+1,0.5,0.9901,-0.9133,DraftKings,0.047,102.268200645,,,0.0,0.306,0.453,0.297,0.267,0.245,0.83,4.27,,0.38,0.0
2026-05-01,700250,Ben Rice,NYY,hr,official,2,YES,2026-05-02T03:04:41.848541+00:00,1,1.0,0.1541,+1,0.5,0.9901,-0.836,DraftKings,0.115,103.533069429,,,0.0,0.446,0.609,0.42,0.305,0.246,1.65,3.64,,0.62,0.0
2026-05-01,701350,Roman Anthony,BOS,hr,official,3,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0999,,,,,,0.052,102.468667813,,,0.0,0.336,0.469,0.391,0.248,0.302,1.91,3.85,,0.62,0.0
2026-05-01,701358,Cam Smith,HOU,hr,official,7,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0975,,,,,,0.089,102.827276944,,,0.0,0.348,0.452,0.315,0.252,0.306,1.8,0.0,,0.38,0.0
2026-05-01,701398,Sal Stewart,CIN,hr,official,4,LEAN,2026-05-02T03:04:41.850559+00:00,0,0.0,0.1138,+1,0.5,0.9901,-0.8763,DraftKings,0.142,102.431644091,,,0.0,0.403,0.446,0.391,0.28,0.249,0.22,3.85,,0.38,0.0
2026-05-01,701675,Nathan Church,STL,hr,probable_recent,7,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0991,+1,0.5,0.9901,-0.891,DraftKings,0.098,99.551048438,,,0.0,0.313,0.385,0.354,0.24,0.23,1.74,3.98,,0.62,0.0
2026-05-01,701678,Hao-Yu  Lee,DET,hr,official,9,LEAN,2026-05-02T03:04:41.850559+00:00,0,0.0,0.1058,,,,,,0.111,102.12791875,,,0.0,0.373,0.438,0.438,0.243,0.392,1.3,4.63,,0.38,0.0
2026-05-01,702222,Justin Crawford,PHI,hr,official,8,LEAN,2026-05-02T03:04:41.848541+00:00,0,0.0,0.1414,,,,,,1.0,98.097539143,,,0.0,0.282,0.352,0.31,0.24,0.208,1.49,5.15,,0.62,0.0
2026-05-01,702332,Caleb Durbin,BOS,hr,official,9,LEAN,2026-05-02T03:04:41.850559+00:00,0,0.0,0.1145,,,,,,0.9,96.599780488,,,0.0,0.272,0.301,0.241,0.218,0.145,1.91,3.85,,0.38,0.0
2026-05-01,802139,JJ Wetherholt,STL,hr,probable_recent,1,LEAN,2026-05-02T03:04:41.850559+00:00,0,0.0,0.106,+1,0.5,0.9901,-0.8841,DraftKings,0.063,99.660436596,,,0.0,0.364,0.447,0.362,0.227,0.234,1.74,3.98,,0.62,0.0
2026-05-01,802415,Chandler Simpson,TB,hr,official,1,NO,2026-05-02T03:04:41.858985+00:00,0,0.0,0.0439,,,,,,0.0,92.89724,,,0.0,0.285,0.135,0.304,0.279,0.102,1.59,4.51,,0.62,0.0
2026-05-01,804606,Konnor Griffin,PIT,hr,official,8,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0773,+1,0.5,0.9901,-0.9128,DraftKings,0.06,99.36620871,,,0.0,0.287,0.306,0.323,0.218,0.347,1.95,5.35,,0.38,0.0
2026-05-01,805300,Jakob Marsee,MIA,hr,official,1,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0623,,,,,,0.014,98.767139048,,,0.0,0.276,0.384,0.279,0.19,0.166,0.0,2.99,,0.62,0.0
2026-05-01,805808,Kevin McGonigle,DET,hr,official,2,LEAN,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0993,+2,0.5,0.9804,-0.8811,DraftKings,0.096,99.6323224,,,0.0,0.415,0.404,0.455,0.304,0.12,1.3,4.63,,0.62,0.0
2026-05-01,807712,Luke Keaschall,MIN,hr,probable_recent,6,NO,2026-05-02T03:04:41.861010+00:00,0,0.0,0.0437,+1,0.5,0.9901,-0.9464,DraftKings,0.023,95.5153804,,,0.0,0.268,0.228,0.297,0.227,0.133,1.09,5.9,,0.38,0.0
2026-05-01,808975,Hyeseong Kim,LAD,hr,probable_recent,7,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0767,+1,0.5,0.9901,-0.9134,DraftKings,0.032,95.533600952,,,0.0,0.346,0.214,0.524,0.291,0.221,2.0,5.82,,0.62,0.0
2026-05-01,808982,Jung Hoo Lee,SF,hr,official,7,NO,2026-05-02T03:04:41.852672+00:00,0,0.0,0.0745,,,,,,0.025,97.7034225,,,0.0,0.327,0.354,0.365,0.291,0.149,0.31,4.36,,0.62,0.0
2026-05-01,810938,Ben Williamson,TB,hr,official,5,NO,2026-05-02T03:04:41.858985+00:00,0,0.0,0.0484,,,,,,0.0,0.0,,,0.0,0.544,0.0,0.0,0.309,0.0,1.59,4.51,,0.38,0.0
